id,category,subcategory,clean_text,corrupt_text,clean_label,corrupt_label,target_tokens,target_positions,difficulty,expected_layer_sensitivity,notes,Context
146,lexical,strong_swap,I found it wonderful,I found it appalling,positive,negative,"['wonderful', 'appalling']",4,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs appalling,Strong positive
147,lexical,strong_swap,I found it superb,I found it deplorable,positive,negative,"['superb', 'deplorable']",4,easy,"[1, 2, 3]",Strong positive/negative swap: superb vs deplorable,Strong positive
148,lexical,strong_swap,The quality was excellent,The quality was pathetic,positive,negative,"['excellent', 'pathetic']",4,easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs pathetic,Strong positive
149,lexical,strong_swap,I found the film quite amazing,I found the film quite appalling,positive,negative,"['amazing', 'appalling']",6,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs appalling,Strong positive
150,lexical,strong_swap,The food was amazing,The food was terrible,positive,negative,"['amazing', 'terrible']",4,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs terrible,Strong positive
151,lexical,strong_swap,The restaurant was outstanding,The restaurant was awful,positive,negative,"['outstanding', 'awful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs awful,Strong positive
152,lexical,strong_swap,I thought it was amazing,I thought it was deplorable,positive,negative,"['amazing', 'deplorable']",5,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs deplorable,Strong positive
153,lexical,strong_swap,This movie is absolutely wonderful,This movie is absolutely abysmal,positive,negative,"['wonderful', 'abysmal']",5,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs abysmal,Strong positive
154,lexical,strong_swap,Our dining experience was incredible,Our dining experience was abysmal,positive,negative,"['incredible', 'abysmal']",5,easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs abysmal,Strong positive
155,lexical,strong_swap,I found the novel incredible,I found the novel dreadful,positive,negative,"['incredible', 'dreadful']",5,easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs dreadful,Strong positive
156,lexical,strong_swap,"Overall, the book felt excellent","Overall, the book felt terrible",positive,negative,"['excellent', 'terrible']",5,easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs terrible,Strong positive
157,lexical,strong_swap,I found it fantastic,I found it disgusting,positive,negative,"['fantastic', 'disgusting']",4,easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs disgusting,Strong positive
158,lexical,strong_swap,The cinema experience was wonderful,The cinema experience was appalling,positive,negative,"['wonderful', 'appalling']",5,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs appalling,Strong positive
159,lexical,strong_swap,I found the film quite wonderful,I found the film quite horrible,positive,negative,"['wonderful', 'horrible']",6,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs horrible,Strong positive
160,lexical,strong_swap,The writing was amazing,The writing was dreadful,positive,negative,"['amazing', 'dreadful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs dreadful,Strong positive
161,lexical,strong_swap,"Overall, the book felt spectacular","Overall, the book felt abysmal",positive,negative,"['spectacular', 'abysmal']",5,easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs abysmal,Strong positive
162,lexical,strong_swap,This item is fantastic,This item is appalling,positive,negative,"['fantastic', 'appalling']",4,easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs appalling,Strong positive
163,lexical,strong_swap,I found the novel amazing,I found the novel appalling,positive,negative,"['amazing', 'appalling']",5,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs appalling,Strong positive
164,lexical,strong_swap,Our dining experience was brilliant,Our dining experience was terrible,positive,negative,"['brilliant', 'terrible']",5,easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs terrible,Strong positive
165,lexical,strong_swap,"Overall, the book felt amazing","Overall, the book felt pathetic",positive,negative,"['amazing', 'pathetic']",5,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs pathetic,Strong positive
166,lexical,strong_swap,The meal was absolutely superb,The meal was absolutely horrible,positive,negative,"['superb', 'horrible']",5,easy,"[1, 2, 3]",Strong positive/negative swap: superb vs horrible,Strong positive
167,lexical,strong_swap,"Overall, dinner was fantastic","Overall, dinner was terrible",positive,negative,"['fantastic', 'terrible']",4,easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs terrible,Strong positive
168,lexical,strong_swap,This item is amazing,This item is awful,positive,negative,"['amazing', 'awful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs awful,Strong positive
169,lexical,strong_swap,The book was incredible,The book was appalling,positive,negative,"['incredible', 'appalling']",4,easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs appalling,Strong positive
170,lexical,strong_swap,"Overall, dinner was fantastic","Overall, dinner was terrible",positive,negative,"['fantastic', 'terrible']",4,easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs terrible,Strong positive
171,lexical,strong_swap,The cinema experience was incredible,The cinema experience was awful,positive,negative,"['incredible', 'awful']",5,easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs awful,Strong positive
172,lexical,strong_swap,The quality was wonderful,The quality was awful,positive,negative,"['wonderful', 'awful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs awful,Strong positive
173,lexical,strong_swap,The quality was wonderful,The quality was pathetic,positive,negative,"['wonderful', 'pathetic']",4,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs pathetic,Strong positive
174,lexical,strong_swap,I found it superb,I found it atrocious,positive,negative,"['superb', 'atrocious']",4,easy,"[1, 2, 3]",Strong positive/negative swap: superb vs atrocious,Strong positive
175,lexical,strong_swap,I found it incredible,I found it deplorable,positive,negative,"['incredible', 'deplorable']",4,easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs deplorable,Strong positive
176,lexical,strong_swap,I found the film quite incredible,I found the film quite appalling,positive,negative,"['incredible', 'appalling']",6,easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs appalling,Strong positive
177,lexical,strong_swap,"Overall, dinner was spectacular","Overall, dinner was pathetic",positive,negative,"['spectacular', 'pathetic']",4,easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs pathetic,Strong positive
178,lexical,strong_swap,This movie is absolutely magnificent,This movie is absolutely disgusting,positive,negative,"['magnificent', 'disgusting']",5,easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs disgusting,Strong positive
179,lexical,strong_swap,I found the novel wonderful,I found the novel appalling,positive,negative,"['wonderful', 'appalling']",5,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs appalling,Strong positive
180,lexical,strong_swap,The quality was amazing,The quality was dreadful,positive,negative,"['amazing', 'dreadful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs dreadful,Strong positive
181,lexical,strong_swap,I found the service fantastic,I found the service horrible,positive,negative,"['fantastic', 'horrible']",5,easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs horrible,Strong positive
182,lexical,strong_swap,I found the service wonderful,I found the service appalling,positive,negative,"['wonderful', 'appalling']",5,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs appalling,Strong positive
183,lexical,strong_swap,This movie is absolutely superb,This movie is absolutely dreadful,positive,negative,"['superb', 'dreadful']",5,easy,"[1, 2, 3]",Strong positive/negative swap: superb vs dreadful,Strong positive
184,lexical,strong_swap,This story is excellent,This story is awful,positive,negative,"['excellent', 'awful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs awful,Strong positive
185,lexical,strong_swap,The product was incredible,The product was horrible,positive,negative,"['incredible', 'horrible']",4,easy,"[1, 2, 3]",Strong positive/negative swap: incredible vs horrible,Strong positive
186,lexical,strong_swap,The cinema experience was outstanding,The cinema experience was disgusting,positive,negative,"['outstanding', 'disgusting']",5,easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs disgusting,Strong positive
187,lexical,strong_swap,"Overall, dinner was excellent","Overall, dinner was horrible",positive,negative,"['excellent', 'horrible']",4,easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs horrible,Strong positive
188,lexical,strong_swap,The book was outstanding,The book was disgusting,positive,negative,"['outstanding', 'disgusting']",4,easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs disgusting,Strong positive
189,lexical,strong_swap,This item is amazing,This item is awful,positive,negative,"['amazing', 'awful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs awful,Strong positive
190,lexical,strong_swap,The meal was absolutely magnificent,The meal was absolutely terrible,positive,negative,"['magnificent', 'terrible']",5,easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs terrible,Strong positive
191,lexical,strong_swap,This movie is absolutely brilliant,This movie is absolutely appalling,positive,negative,"['brilliant', 'appalling']",5,easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs appalling,Strong positive
192,lexical,strong_swap,The meal was absolutely wonderful,The meal was absolutely disgusting,positive,negative,"['wonderful', 'disgusting']",5,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs disgusting,Strong positive
193,lexical,strong_swap,"Overall, it was magnificent","Overall, it was awful",positive,negative,"['magnificent', 'awful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs awful,Strong positive
194,lexical,strong_swap,I found the film quite superb,I found the film quite disgusting,positive,negative,"['superb', 'disgusting']",6,easy,"[1, 2, 3]",Strong positive/negative swap: superb vs disgusting,Strong positive
195,lexical,strong_swap,This movie is absolutely magnificent,This movie is absolutely appalling,positive,negative,"['magnificent', 'appalling']",5,easy,"[1, 2, 3]",Strong positive/negative swap: magnificent vs appalling,Strong positive
196,lexical,strong_swap,The book was brilliant,The book was deplorable,positive,negative,"['brilliant', 'deplorable']",4,easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs deplorable,Strong positive
197,lexical,strong_swap,This story is fantastic,This story is horrible,positive,negative,"['fantastic', 'horrible']",4,easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs horrible,Strong positive
198,lexical,strong_swap,I found the service spectacular,I found the service abysmal,positive,negative,"['spectacular', 'abysmal']",5,easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs abysmal,Strong positive
199,lexical,strong_swap,The quality was excellent,The quality was dreadful,positive,negative,"['excellent', 'dreadful']",4,easy,"[1, 2, 3]",Strong positive/negative swap: excellent vs dreadful,Strong positive
200,lexical,strong_swap,I found the service spectacular,I found the service deplorable,positive,negative,"['spectacular', 'deplorable']",5,easy,"[1, 2, 3]",Strong positive/negative swap: spectacular vs deplorable,Strong positive
201,lexical,strong_swap,I thought the plot was wonderful,I thought the plot was awful,positive,negative,"['wonderful', 'awful']",6,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs awful,Strong positive
202,lexical,strong_swap,The meal was absolutely superb,The meal was absolutely pathetic,positive,negative,"['superb', 'pathetic']",5,easy,"[1, 2, 3]",Strong positive/negative swap: superb vs pathetic,Strong positive
203,lexical,strong_swap,I thought the plot was fantastic,I thought the plot was atrocious,positive,negative,"['fantastic', 'atrocious']",6,easy,"[1, 2, 3]",Strong positive/negative swap: fantastic vs atrocious,Strong positive
204,lexical,strong_swap,I found the service brilliant,I found the service horrible,positive,negative,"['brilliant', 'horrible']",5,easy,"[1, 2, 3]",Strong positive/negative swap: brilliant vs horrible,Strong positive
205,lexical,strong_swap,The quality was wonderful,The quality was deplorable,positive,negative,"['wonderful', 'deplorable']",4,easy,"[1, 2, 3]",Strong positive/negative swap: wonderful vs deplorable,Strong positive
206,lexical,strong_swap,I found the novel outstanding,I found the novel dreadful,positive,negative,"['outstanding', 'dreadful']",5,easy,"[1, 2, 3]",Strong positive/negative swap: outstanding vs dreadful,Strong positive
207,lexical,strong_swap,I found it amazing,I found it abysmal,positive,negative,"['amazing', 'abysmal']",4,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs abysmal,Strong positive
208,lexical,strong_swap,I thought the film was amazing,I thought the film was atrocious,positive,negative,"['amazing', 'atrocious']",6,easy,"[1, 2, 3]",Strong positive/negative swap: amazing vs atrocious,Strong positive
